WISE3_id,ISO,DESCR,DATEYR,DATEMON,SOLDEP,HORNUM,FAO_90,PHA_90,FAO_74,PHA_74,WRB2006,USCL,USYR,LOCAL,LONDD,LATDD,LONLAT_ACC,LOCAT,KOPPEN,ALTIT,LFORM,POSIT,SLOPE,PARMAT,DRAIN,LANDUS,SOURCE_ID,PITREF,LAB_ID,COUNTRY
"PL0024","PL","2",1986,,180,5,"CHh",,"Ch",,"CH",,,"Degraded Forest/Steppe Chernozem.",2.1750000000000000e+01,5.0666670000000003e+01,"M","Glazow, 180 km SSe Warsaw.","Dfb",245,"LP","IN","2","UE","W","AA4","EU10/20","Profile 16. pp 66-67.","PL01","Poland"
"PL0025","PL","3",1986,,135,5,"CHh",,"Ch",,"CH",,,"Weakly degraded forest/steppe Chernozem.",2.0300000000000001e+01,5.0200000000000003e+01,"M","Opatkowice, 30 km NE Krakow.","Dfb",240,"LP","IN","3","UE","W","AA4","EU10/20","profile 15.  pp72-73.","PL01","Poland"
"PL0026","PL","3",1986,,150,6,"CHk",,"Ck",,"CH",,,"Black earth",1.6149999999999999e+01,5.1216670000000001e+01,"M","Magnice, 50 km W of Wroclaw.","Dfb",140,"LP","IN","2","UG","I","AA4","EU10/20","Profile 57. pp156-157.","PL01","Poland"
"PL0027","PL","3",1986,,150,6,"CHk",,"Ck",,"CH",,,"Black earth developed from clay.",2.1383330000000001e+01,5.4100000000000001e+01,"M","Wymiary, Ketrzyn. 200 km N Warsaw.","Dfb",114,"LP","IN","2","UG","W","AA4","EU10/20","profile 55. pp 152-153.","PL01","Poland"
"PL0028","PL","3",1986,,140,5,"CMd",,"Bd",,"CM",,,"Acid brown soil.",1.8866669999999999e+01,4.9666670000000003e+01,"M","Bukowa Gora; 50 km S of Katowice.","Dfb",640,"SH","MS",,"SC2","W","FN1","EU10/20","Profile 28. pp 98-99.","PL01","Poland"
"PL0029","PL","3",1986,,220,6,"CMe",,"Be",,"CM",,,"Brown soil developed from loess.",1.7166670000000000e+01,5.0833329999999997e+01,"M","Bialy Kosciol, 50 km S of Wroclaw.","Dfb",200,"SH","MS","5","UE","W","AA4","EU10/20","Profile 21.  pp84-85.","PL01","Poland"
"PL0030","PL","3",1986,,145,5,"CMe",,"Be",,"CM",,,"Brown soil developed from loess.",1.6500000000000000e+01,5.1500000000000000e+01,"M","Brochocin, 50 km NW of Wroclaw.","Dfb",200,"LP","IN",,"UE","I","AA4","EU10/20","Profile 22.  pp86-87.","PL01","Poland"
"PL0031","PL","3",1986,,170,6,"FLe",,"Je",,"FL",,,"Brown alluvial soil",1.9016670000000001e+01,5.4033329999999999e+01,"M","Martag, near Malbork, 50 km SE Gdansk.","Dfb",4,"LP","BO","0","UF","I","AA4","EU10/20","Profile 60. pp 162-163.","PL01","Poland"
"PL0032","PL","3",1986,,100,5,"HSs",,"Oe",,"HS",,,"Peat Mucky soil.",1.5133330000000001e+01,5.3666670000000003e+01,"M","Kuwasy, 110 km NE Warsaw.","Dfb",100,"LP","BO","0","UO","V","HI1","EU10/20","Profile 53. pp148-149.","PL01","Poland"
"PL0033","PL","3",1986,,170,3,"LPk",,"E",,"LP","Rendoll","1975","Shallow humic rendzina",1.6816669999999998e+01,5.0600000000000001e+01,"M","Musckowice; 50 km S of Wroclaw.","Dfb",250,"SH","MS",,"SO1","W","FN1","EU10/20","Profile 10.  pp62-63.","PL01","Poland"
"PL0034","PL","3",1986,,50,2,"LPk",,"E",,"LP","Rendoll","1975","Shallow humic rendzina",1.7933330000000002e+01,5.0666670000000003e+01,"M","Opole Zlinice. Between Wroclaw & Katowice.","Dfb",170,"LP","IN","2","SO1","W","AA4","EU10/20","Profile 7.  pp56-7","PL01","Poland"
"PL0035","PL","3",1986,,30,2,"LPk",,"E",,"LP","Rendoll","1975","Rendzina developed from Cretaceous gaize(?).",2.0616669999999999e+01,5.0866669999999999e+01,"M","Kije. 140 Km S of Warsaw.","Dfb",241,"LP","HI","0","SO2","W","AA4","EU10/20","Profile 1. pp44-45.","PL01","Poland"
"PL0036","PL","3",1986,,125,5,"LVh",,"Lo",,"LV",,,"Lessive soil developed from drift.",1.9149999999999999e+01,5.3366669999999999e+01,"M","Balcyny, 50 km N of Torun.","Dfb",145,"LP","IN","3","UG","I","AA4","EU10/20","Profile 32.  pp106-107.","PL01","Poland"
"PL0037","PL","3",1986,,170,6,"LVh",,"Lo",,"LV",,,"Weakly degraded forest-meadow chernozem.",1.7833330000000000e+01,5.0216670000000001e+01,"M","Pawlow, 75 km SSE Wroclaw.","Dfb",240,"LP","IN","3","UE","W","AA4","EU10/20","Profile 20.  pp 82-83.","PL01","Poland"
"PL0038","PL","3",1986,,115,5,"PZb",,"Pl",,"PZ",,,"Rusty soil developed from fluvio-glacial sands.",2.1016670000000001e+01,5.2083329999999997e+01,"M","Puszcza Koziewicka, SE of Warsaw.","Dfb",107,"LP","IN","0","UG","I","FN1","EU10/20","Profile 35. pp 112-113.","PL01","Poland"
"PL0039","PL","3",1986,,165,5,"PZg",,"Pg",,"PZ",,,"Gley podzol",2.3600000000000001e+01,5.2750000000000000e+01,"M","Bialowieza, near Russian border.","Dfb",170,"LP","IN","0","UF","W","FN1","EU10/20","Profile 50. pp142-143.","PL01","Poland"
"PL0040","PL","3",1986,7,166,5,"PZh",,"Po",,"PZ","Entic Haplorthod","1992","Proper Podzol Soils",2.0383330000000001e+01,5.2633330000000001e+01,"M","Kampinos National park","Dfb",73,"LP","IN",,"UE","S","PN3","EU10/PSSS","Polish Soil science Society","PL04","Poland"
"PL0041","PL","3",1988,7,170,6,"GLm",,"Gm",,"GL","Typic Endoaquolls","1992","Proper Black Earth",2.0622219999999999e+01,5.2200000000000003e+01,"M","Blonsko-Sochaczewska Lowland","Dfb",90,"LP","LO","0","UE","M","AA4","EU10/PSSS","Polish Soil Science Sociaty","PL03","Poland"
"PL0042","PL","3",1988,8,150,3,"GLm",,"Gm",,"GL","Histic Endoaquolls","1992","Proper Mucky Soils",2.1311109999999999e+01,5.3509720000000002e+01,"S","Szczytno, Mazurian Plain.","Dfb",133,"LP","LO","0","UF","I","HI1","EU10/PSSS","Polish Soil Scioence Society","PL04","Poland"
"PL0043","PL","3",1988,7,150,4,"GLm",,"Gm",,"GL","Typic Endoaquolls","1992","Proper Black Earth",2.0350000000000001e+01,5.2211109999999998e+01,"M","Blonsko-Sochaczewska Lowland","Cfb",90,"LP","LO","0","UE","I","MP","EU10/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0044","PL","3",1988,6,120,3,"LVk",,"Lk",,"LV","Typic Hapludalfs","1992","Brown Forest Soil",1.4475000000000000e+01,5.3390560000000001e+01,"S","Szczecin. West Pomerania","Cfb",23,"LP","IN","1","UG","M","AA4","EU10/PSSS","Polish Soil Science Society","PL02","Poland"
"PL0045","PL","3",1989,9,200,4,"VRk",,"Vp",,"VR","Oxyaquic Hapluderts","1992","Smolnica",1.8783329999999999e+01,5.3891669999999998e+01,"M","Gniev","Cfb",89,"LL","IN","5","UL","I","AP1","EU10/PSSS","Polish Soil Science Society.","PL03","Poland"
"PL0046","PL","3",1990,9,150,4,"LVa",,"La",,"LV","Arenic Hapludalfs","1992","Sol lessive",1.7872219999999999e+01,5.3227220000000003e+01,"S","Mochelek, Krajenskie lake District","Dfb",96,"LF","IN","1","UG","W","AA4","EU10/PSSS","Polish Soil science Society","PL03","Poland"
"PL0047","PL","2",1991,9,106,6,"ARb",,"Qc",,"AR","Typic Udipsamment","1992","Proper rusty soils",1.6826940000000000e+01,5.2039169999999999e+01,"S","Koscian Lowland, Turew, Poznan","Dfb",83,"LP","LO","2","UF","E","AA4","EU10/PSSS","Polish Soil Science Society","PL02","Poland"
"PL0048","PL","3",1991,9,150,3,"CMe",,"Be",,"CM","Typic Eutrochrepts","1992","Typic Brown Forest Soils",2.1461110000000001e+01,5.3813890000000001e+01,"S","Mragowo Lakeland, Olsztyn province","Dfb",142,"CL","HI","12","UG","W","AA4","EU10/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0049","PL","2",1991,9,103,6,"FLe",,"Je",,"FL","Typic Udipsamment","1992","Aluwialna gleba piaszczysta (alluvial sandy soils)",1.6950559999999999e+01,5.2145829999999997e+01,"S","Esterpole, Warta valley, W.Poland","Dfb",64,"LP","IN","1","UF","S","AA4","EU10/PSSS","Polish Soil Science Society","PL02","Poland"
"PL0050","PL","2",1991,9,118,6,"PDe",,"De",,"AB","Haplic Glossudalfs","1992","Gleba plowa zaciekowa (glossic)",1.6911670000000001e+01,5.2138330000000003e+01,"S","Brodnica","Dfb",82,"LP","HI","1","UG","W","AA4","EU10/PSSS","Polish Soil Science Society","PL02","Poland"
"PL0051","PL","2",1991,8,118,6,"PHg",,"Hl",,"PH","Typic Argiaquolls","1992","Czarna ziemia zbrunattniala",1.6922499999999999e+01,5.2138610000000000e+01,"S","Przylepki, Koscian lowland","Dfb",77,"LP","IN","2","UG","I","AA4","EU10/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0052","PL","3",1991,8,120,3,"PZh","PL","Po",,"PZ","Typic Haplorthods","1992","Bielca - Podzol soils",1.6216670000000001e+01,5.4216670000000001e+01,"M","Chelm Hills, Kosalin","Cfb",80,"SH","LS",,"UG","E","FN","EU10/PSSS","Polish Soil Science Society","PL03","Poland"
"PL0053","PL","3",1992,9,150,3,"GLm",,"Gm",,"GL","Vertic Epiaquolls","1992","Proper Black Earth",2.1106110000000001e+01,5.4048060000000000e+01,"S","Reszel-Mragowskie Lakeland","Dfb",88,"CL","HI","11","UG","I","AA4","EU10/PSSS","Polish Soil Science Society","PL04","Poland"
"PL0054","PL","2",1995,6,150,3,"ARb",,"Qc",,"AR",,,"PL1989 BROWNED RUSTY SOIL(IIC1.b)",1.6250000000000000e+01,5.2529719999999998e+01,"S",,,110,,,,,"S",,"SOTER_SOV","PL107","XX04","Poland"
"PL0055","PL","2",1995,9,150,3,"ARb",,"Qc",,"AR",,,"PL1989 TYPIC RUSTY SOIL(IIC1.a)",2.2100000000000001e+01,5.0539999999999999e+01,"S",,,175,,,,,"S",,"SOTER_SOV","PL385","XX04","Poland"
"PL0056","PL","2",1995,6,150,3,"ARb",,"Qc",,"AR",,,"PL1989 TYPIC RUSTY SOIL(IIC1.a)",1.7949999999999999e+01,5.3709719999999997e+01,"S",,,122,,,,,"E",,"SOTER_SOV","PL53","XX04","Poland"
"PL0057","PL","2",1995,8,150,4,"CHh",,"Ch",,"CH",,,"PL1989 NONDEGRADED CHERNOZEMIC(IIA1.a)",2.3809719999999999e+01,5.0490000000000002e+01,"S",,,219,,,,,"W",,"SOTER_SOV","PL403","XX04","Poland"
"PL0058","PL","2",1995,8,50,2,"CMc",,"Bk",,"CM",,,"PL1989 BROWN PARARENDZINA(IB2.c)",1.8930000000000000e+01,5.0389719999999997e+01,"S",,,330,,,,,"S",,"SOTER_SOV","PL335","XX04","Poland"
"PL0059","PL","2",1995,8,150,3,"CMc",,"Bk",,"CM",,,"PL1989 TYPIC BROWN SOIL (IIB1.a)",2.3069720000000000e+01,5.0719999999999999e+01,"S",,,239,,,,,"W",,"SOTER_SOV","PL395","XX04","Poland"
"PL0060","PL","2",1995,7,150,3,"CMe",,"Be",,"CM",,,"PL1989 TYPIC BROWN SOIL(IIB1.a)",1.7420000000000002e+01,5.1829999999999998e+01,"S",,,140,,,,,"W",,"SOTER_SOV","PL219","XX04","Poland"
"PL0061","PL","2",1995,9,150,4,"CMe",,"Be",,"CM",,,"PL1989 TYPIC BROWN ACID SOIL (IIB2.a)",1.6010000000000002e+01,5.0709719999999997e+01,"S",,,520,,,,,"W",,"SOTER_SOV","PL303","XX04","Poland"
"PL0062","PL","2",1995,7,150,4,"FLe",,"Je",,"FL",,,"PL1989 TYPIC RIVER ALLUVIAL SOIL (VA1.a)",1.4630000000000001e+01,5.2529719999999998e+01,"S",,,20,,,,,"M",,"SOTER_SOV","PL193","XX04","Poland"
"PL0063","PL","2",1995,6,150,4,"FLe",,"Je",,"FL",,,"PL1989 TYPIC RIVER ALLUVIAL SOIL (VA1.a)",1.8840000000000000e+01,5.4099719999999998e+01,"S",,,10,,,,,"W",,"SOTER_SOV","PL23","XX04","Poland"
"PL0064","PL","2",1995,6,150,4,"GLm",,"Gm",,"GL",,,"PL1989 TYPIC ENDOGLEY SOIL (IIIC2.a)",1.9379719999999999e+01,5.2270000000000003e+01,"S",,,135,,,,,"I",,"SOTER_SOV","PL131","XX04","Poland"
"PL0065","PL","2",1995,8,50,3,"LPk",,"E",,"LP",,,"PL1989 TYPIC RENDZINA (IB1.b)",2.3559719999999999e+01,5.1119720000000001e+01,"S",,,187,,,,,"S",,"SOTER_SOV","PL299","XX04","Poland"
"PL0066","PL","3",1995,7,38,3,"LPu",,"U",,"UM",,,"PL1989 TYPIC RANKER (IA4.a)",2.2799720000000001e+01,4.9099719999999998e+01,"S",,,760,,,,,"M",,"SOTER_SOV","PL1KA","XX04","Poland"
"PL0067","PL","2",1995,5,150,4,"LVh",,"Lo",,"LV",,,"PL1989 TYPIC BROWN PODZOLIC(IIB3.a)",2.2129719999999999e+01,5.1180000000000000e+01,"S",,,218,,,,,"S",,"SOTER_SOV","PL279","XX04","Poland"
"PL0068","PL","2",1995,6,150,4,"LVh",,"Lo",,"LV",,,"PL1989 TYPIC BROWN PODZOLIC (IIB3.a)",1.7079719999999998e+01,5.2319719999999997e+01,"S",,,81,,,,,"S",,"SOTER_SOV","PL111","XX04","Poland"
"PL0069","PL","2",1995,7,150,4,"LVj",,"Lg",,"LV",,,"PL1989 EPIGLEYED BROWN PODZOLIC (IIB3.d)",1.7449999999999999e+01,5.2209719999999997e+01,"S",,,85,,,,,"W",,"SOTER_SOV","PL113","XX04","Poland"
"PL0070","PL","2",1995,8,100,4,"LVj",,"Lg",,"LV",,,"PL1989 EPIGLEYED BROWN PODZOLIC SOIL (IIB3.d)",1.9729720000000000e+01,4.9469999999999999e+01,"S",,,640,,,,,"M",,"SOTER_SOV","PL419","XX04","Poland"
"PL0071","PL","2",1995,7,150,4,"PHg",,"Hg",,"PH",,,"PL1989 TYPIC BLACK EARTH (IIIB.1)",1.4850000000000000e+01,5.3159720000000000e+01,"S",,,35,,,,,"M",,"SOTER_SOV","PL43","XX04","Poland"
"PL0072","PL","2",1995,8,150,4,"PHh",,"Hh",,"PH",,,"PL1989 LEACHED BLACK EARTH (IIIB1.d)",1.7190000000000001e+01,5.0950000000000003e+01,"S",,,130,,,,,"W",,"SOTER_SOV","PL313","XX04","Poland"
"PR0001","PR","2",1957,9,95,5,"CMv",,"Bv",,"CM",,,,-6.6966939999999994e+01,1.7993060000000000e+01,"S",,,,,,,,"P",,"SOTERLAC2","PRscs/S57p14-11","XX03","Puerto Rico"
"PR0002","PR","2",1957,9,68,3,"RGc",,"Rc",,"RG","Typic Udipsamment","1975","Pararendzina",-6.7152220000000000e+01,1.7958060000000000e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S57p14-6","XX03","Puerto Rico"
"PR0003","PR","2",1957,9,163,7,"VRk",,"Vp",,"VR",,,,-6.7031670000000005e+01,1.8034720000000000e+01,"S",,,,,,,,"M",,"SOTERLAC2","PRscs/S57p14-8","XX03","Puerto Rico"
"PR0004","PR","2",1958,8,180,7,"ACp",,"Ap",,"AC","Oxic Plinthaquult","1987",,-6.6173890000000000e+01,1.8433330000000002e+01,"M","Puerto Rico, about 2.3 km E from the Atl. Ocean","Am",3,"LP",,,,"P","AA","FAO/SDB-2","FAO-SDB profile: 177001","XX01","Puerto Rico"
"PR0005","PR","2",1958,11,83,3,"CHk",,"Ck",,"CH",,,,-6.6263059999999996e+01,1.8369440000000001e+01,"S",,,130,,,,,"W",,"SOTERLAC2","PRscs/S58p4-5","XX03","Puerto Rico"
"PR0006","PR","2",1958,11,40,3,"CMe",,"Be",,"CM",,,,-6.6250000000000000e+01,1.8389720000000001e+01,"S",,,300,,,,,"W",,"SOTERLAC2","PRscs/S58p4-7","XX03","Puerto Rico"
"PR0007","PR","2",1958,11,95,7,"CMo",,"Bf",,"CM",,,,-6.5782499999999999e+01,1.8305830000000000e+01,"S",,,25,,,,,"M",,"SOTERLAC2","PRscs/S58p11-1","XX03","Puerto Rico"
"PR0008","PR","2",1958,11,58,3,"PHc",,"Hc",,"PH",,,,-6.6260559999999998e+01,1.8353059999999999e+01,"S",,,90,,,,,"W",,"SOTERLAC2","PRscs/S58p4-6","XX03","Puerto Rico"
"PR0009","PR","2",1961,12,150,6,"ACh",,"Ao",,"AC",,,,-6.7078059999999994e+01,1.8166110000000000e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S61p8-4","XX03","Puerto Rico"
"PR0010","PR","2",1961,12,83,4,"CMx",,"Bc",,"CM",,,,-6.7139719999999997e+01,1.8280000000000001e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S61p8-2","XX03","Puerto Rico"
"PR0011","PR","2",1961,3,53,3,"LVh",,"Lo",,"LV",,,,-6.7082220000000007e+01,1.7996390000000002e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S61p14-3","XX03","Puerto Rico"
"PR0012","PR","2",1961,3,115,6,"PHh",,"Hh",,"PH",,,,-6.6993610000000004e+01,1.8044170000000001e+01,"S",,,,,,,,"M",,"SOTERLAC2","PRscs/S61p14-5","XX03","Puerto Rico"
"PR0013","PR","2",1962,10,150,6,"LVx",,"Lc",,"LV",,,,-6.6052779999999998e+01,1.7990279999999998e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S63p13-1","XX03","Puerto Rico"
"PR0014","PR","2",1963,9,120,6,"GLe",,"Ge",,"GL",,,,-6.5870829999999998e+01,1.8076390000000000e+01,"S",,,,,,,,"P",,"SOTERLAC2","PRscs/S63p12-5","XX03","Puerto Rico"
"PR0015","PR","2",1963,9,120,6,"LXh",,"Lo",,"LX",,,,-6.6138329999999996e+01,1.8303889999999999e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S63p8-4","XX03","Puerto Rico"
"PR0016","PR","3",1963,9,158,6,"LXh",,"Lo",,"LX",,,,-6.6304169999999999e+01,1.8430000000000000e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S63p7-1","XX03","Puerto Rico"
"PR0017","PR","2",1963,9,100,4,"RGe",,"Re",,"RG",,,,-6.5879170000000002e+01,1.8093060000000001e+01,"S",,,,,,,,"W",,"SOTERLAC2","PRscs/S63p12-3","XX03","Puerto Rico"
"PR0018","PR","2",1993,2,93,5,"CMe",,"Be",,"CM",,,,-6.5816670000000002e+01,1.8324999999999999e+01,"S",,,371,,,,,"M",,"SOTERLAC2","PRscs/S93p119-5","XX03","Puerto Rico"
"PT0001","PT","1",,,160,5,"PTe",,"Lp",,"PT",,,,,,"-",,,,,,,,"M",,"XE-85-01","PT036_WISE","EU01","Portugal"
"PT0002","PT","3",1970,,90,3,"CMc",,"Bk",,"CM",,,,-8.5333299999999994e+00,3.7133330000000001e+01,"M","Portimao, Algarve","Csa",150,"LL","MS",,"SO2","M","AT1","EU6/4","Profile 5 pp36-37","PT01","Portugal"
"PT0003","PT","3",1970,,70,3,"LVh",,"Lo",,"LV",,,,-8.2500000000000000e+00,3.7083329999999997e+01,"M","Between Odeaxere and Albufeira de Bravura","Csa",150,"SM","MS",,"MB2","P","HE3","EU6/4","Profile 4  pp34-35","PT01","Portugal"
"PT0004","PT","3",1970,,65,3,"LVk",,"Lk",,"LV",,,,-8.9333299999999998e+00,3.7000000000000000e+01,"M","Between Lagos and Sagres, Algarve","Csa",100,"LL","MS","2","SO2","M","AT1","EU6/4","profile PORT 2 pp30-31","PT01","Portugal"
"PT0005","PT","3",1970,,65,3,"LVk",,"Lc",,"LV",,,,-7.5833300000000001e+00,3.8083329999999997e+01,"M","Brinches, Alentejo","Csa",150,"SH","MS",,"SO1","M","AT1","EU6/4","Profile 8, pp 42-43","PT01","Portugal"
"PT0006","PT","3",1970,,85,3,"LVv",,"Lv",,"LV",,,,-7.7500000000000000e+00,3.8016669999999998e+01,"M","Between Beja and Serpa","Csa",170,"SH","MS",,"IA3","M","AA4","EU6/4","profile 10, pp 46-47","PT01","Portugal"
"PT0007","PT","3",1970,,90,3,"LVx",,"Lc",,"LV",,,,-7.8833299999999999e+00,3.7149999999999999e+01,"M","Nof Faro","Csa",200,"SM","MS",,"SO1","M","HE3","EU6/4","Profile 6  pp 38-39","PT01","Portugal"
"PT0008","PT","3",1970,,70,2,"LVx",,"Lc",,"LV",,,,-7.5833300000000001e+00,3.8000000000000000e+01,"M","Serpa, Alentejo","Csa",170,"SH","MS",,"SO1","M","AT1","EU6/4","Profile 7 pp40-41","PT01","Portugal"
"PT0009","PT","3",1970,,155,5,"LXp",,"Lp",,"LX",,,,-8.6666699999999999e+00,3.7833329999999997e+01,"M","Tanganheira, SW Algarve","Csa",100,"LL","MS","2","UC","M","HE3","EU6/4","Profile PORT1, pp28-9","PT01","Portugal"
"PT0010","PT","3",1970,,155,4,"VRk",,"Vp",,"VR",,,,-7.8666700000000001e+00,3.8016669999999998e+01,"M","Beja","Csa",200,"SH","MS",,"IB1","I","AA4","EU6/4","Profile 11, pp 48-49","PT01","Portugal"
"PT0011","PT","3",1970,,55,3,"VRk",,"Vc",,"VR",,,,-7.8666700000000001e+00,3.8016669999999998e+01,"M","Beja, Alentejo","Csa",200,"LL","LS",,"IB1","P","AT1","EU6/4","Profile 9,  pp 44-45","PT01","Portugal"
"PT0012","PT","2",1980,7,120,5,"ANh",,"Tv",,"AN",,,,-1.6787780000000001e+01,3.2706940000000003e+01,"S","Santo da Serra, Madeira","Csb",490,"SM","MS","12","IB2","W",,"EU6/MAD","Profile 107/80, pp 40-41. [was:EMB/PT011]","PT02","Portugal"
"PT0013","PT","2",1980,6,150,4,"ANu",,"Th",,"AN",,,,-1.6870830000000002e+01,3.2685560000000002e+01,"S","Pico da Silva, Madeira.","Csb",1020,"SM","LS","50","IB2","W","FN","EU6/MAD","Profile 22/80 pp 42-43 [was:EMB/PT012]","PT02","Portugal"
"PT0014","PT","2",1980,6,120,5,"ANu",,"Th",,"AN",,,,-1.6895830000000000e+01,3.2695560000000000e+01,"S","Ribiero das Cales, Madeira.","Csb",1200,"SM","MS","45","IB2","W","FN1","EU6/MAD","Profile 25/80, pp 48-49. [was:EMB/PT013]","PT02","Portugal"
"PT0015","PT","2",1980,7,105,3,"ANu",,"Th",,"AN",,,,-1.6869440000000001e+01,3.2785280000000000e+01,"S","Cova da Roda, Madeira","Csb",570,"SM","MS","20","IB2","W","AA2","EU6/MAD","Profile 91/80, pp 52-53 [was:EMB/PT014]","PT02","Portugal"
"PT0016","PT","2",1980,8,120,4,"ANu",,"Th",,"AN",,,,-1.7160830000000001e+01,3.2737499999999997e+01,"S","Miradouro do Ponto para Calheta, Madeira.","Csb",550,"SH","MS","8","UP","W","AA4","EU6/MAD","Profile 156/80, pp 56-57. [was:EMB/PT015]","PT02","Portugal"
"PT0017","PT","2",1980,8,150,5,"ANu",,"Th",,"AN",,,,-1.7068330000000000e+01,3.2758060000000000e+01,"S","Paul da Serra, Madeira.","Csb",1570,"SM","MS","5","IB2","W",,"EU6/MAD","Profile 221/80, pp 60-61. [was:EMB/PT016]","PT02","Portugal"
"PT0018","PT","2",1980,3,60,3,"ANz",,"Tv",,"AN",,,,-1.6935279999999999e+01,3.2646110000000000e+01,"S","Pico da Cruz, Madeira.","Csb",220,"SH","MS","5","UP","W",,"EU6/MAD","Profile 5/80, pp 68-69. [was:EMB/PT017]","PT02","Portugal"
"PT0019","PT","2",1980,9,125,5,"ARc",,"Qc",,"AR",,,,-1.6333330000000000e+01,3.3066670000000002e+01,"M","Porto Santo, Azores.","Csb",100,"SH","MS","10","SO1","W","AT1","EU6/PS","profile 320/80, pp 79-80 [was:EMB/PT033]","PT02","Portugal"
"PT0020","PT","2",1980,9,100,4,"CLh",,"Lk",,"CL",,,,-1.6333330000000000e+01,3.3066670000000002e+01,"M","Porto Santo","Csb",140,"LP","LO","30","IB2","W",,"EU6/PS","Profile 329/80, pp 181-182. [was:EMB/PT036]","PT02","Portugal"
"PT0021","PT","2",1980,9,43,3,"CLh",,"Bk",,"CL",,,,-1.6333330000000000e+01,3.3066670000000002e+01,"M","Porto Santo, Azores","Csb",140,"LP","IN","7","IB1","W",,"EU6/PS","profile 340/80, pp 147-148. [was:EMB/PT035]","PT02","Portugal"
"PT0022","PT","2",1980,7,120,4,"CMd",,"Bd",,"CM",,,,-1.6912500000000001e+01,3.2821109999999997e+01,"S","Arco de S. Jorge, Madeira.","Csb",420,"SH","MS","45","UP","W","AA2","EU6/MAD","profile 134/80, pp 87-88. [was:EMB/PT020]","PT02","Portugal"
"PT0023","PT","2",1980,3,80,4,"CMu",,"Bh",,"UM",,,,-1.7010000000000002e+01,3.2663060000000002e+01,"S","Camera de Lobos, Madeira.","Csb",480,"SM","MS","70","UP","W","FP","EU6/MAD","Profile 7/80, pp 91-92. [was:EMB/PT021]","PT02","Portugal"
"PT0024","PT","2",1980,3,125,5,"CMu",,"Bh",,"UM",,,,-1.6945560000000000e+01,3.2668329999999997e+01,"S","Pico de San Antonio, Madeira.","Csb",395,"SM","MS","3","UP","W","FP","EU6/MAD","profile 9/80, pp 93-94 [was:EMB/PT022]","PT02","Portugal"
"PT0025","PT","2",1980,3,95,3,"CMv",,"Bv",,"CM",,,,-1.6701390000000000e+01,3.2738889999999998e+01,"S","Ponta de S. Lourenco, Madeira.","Csb",30,"LP","IN","15","IB2","W",,"EU6/MAD","Profile 10/80, pp 101-102. [was:EMB/PT026]","PT02","Portugal"
"PT0026","PT","2",1980,,85,3,"CMv","SO","Bv","SO","CM",,,,-1.6730560000000001e+01,3.2735280000000003e+01,"S","Canical, Madeira.","Csb",30,"SH","MS","3","IB2","W","AA4","EU6/MAD","Profile 60/80, pp 103-104. [was:EMB/PT027]","PT02","Portugal"
"PT0027","PT","2",1980,9,105,4,"CMx",,"Bc",,"CM",,,,-1.6911390000000001e+01,3.2666390000000000e+01,"S","Funchal, Madeira.","Csb",290,"SH","MS","10","IB2","W","AA4","EU6/MAD","Ptofile 200/80, pp 99-100. [was:EMB/PT024]","PT02","Portugal"
"PT0028","PT","2",1980,6,90,4,"CMx",,"Bc",,"CM",,,,-1.6867780000000000e+01,3.2666390000000000e+01,"S","Est.S Goncalo-Camacha to P. Ferreira, Madeira.","Csb",520,"SM","MS","50","UP","W","FP","EU6/MAD","Profile 16/80, pp 95-96. [was:EMB/PT023]","PT02","Portugal"
"PT0029","PT","2",1980,7,100,4,"PHh",,"Hh",,"PH",,,,-1.6826940000000000e+01,3.2768889999999999e+01,"S","Porto da Cruz, Madeira.","Csb",50,"SH","MS","13","IB2","W","AA4","EU6/MAD","Profile 66/80, pp 112-113. [was:EMB/PT029]","PT02","Portugal"
"PT0030","PT","2",1980,7,85,3,"PHh",,"Hh",,"PH",,,,-1.6773330000000001e+01,3.2736939999999997e+01,"S","2km crossroads Est Ribiera Seca, Machico-Canical","Csb",130,"SH","MS","35","IB2","W","AA4","EU6/MAD","profile 67/80, pp 114-115. [was:EMB/PT030]","PT02","Portugal"
"PT0031","PT","2",1980,8,100,3,"PHh",,"Hh",,"PH",,,,-1.7171939999999999e+01,3.2725000000000001e+01,"S","San Antonio, Madeira.","Csb",190,"SH","MS","8","IB2","W","AA","EU6/MAD","Profile 160/80 pp 116-117. [was:EMB/PT031]","PT02","Portugal"
"PT0032","PT","2",1980,7,80,3,"PHh",,"Hh",,"PH",,,,-1.6996110000000002e+01,3.2814439999999998e+01,"S","Ponta Delgado, Madeira.","Csb",220,"SH","MS","25","IB2","W","AA4","EU6/MAD","Profile 142/80, pp 121-122. [was:EMB/PT032]","PT02","Portugal"
